transaction_id,timestamp,amount,payment_method,error_code,root_cause,action_taken,max_retries_allowed,attempts_made,recovered,money_recovered,predicted_recovery_prob,escalated,escalation_reason,customer_message,idempotency_keys_used,backoff_schedule_seconds
txn_000588,2024-01-18 22:50:00,1613,card,issuer_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.737,True,Escalate to ops / infra on-call (system may still be degraded),,"['6c01a25f76cf85ac6b2b7814', '28709b4f9a3f8319dd9a2873', '09bc091e0039b9c8dd0f0806']","[5, 10, 20]"
txn_000589,2024-01-18 23:00:00,6489,netbanking,bank_not_available,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,2,True,6489,0.625,False,,,"['1cf6b90a7c17018d6fe29599', '8d9415cbd36587cb91fb9e22']","[5, 10]"
txn_000590,2024-01-18 23:10:00,9590,wallet,payment_timed_out,CUSTOMER_SIDE,RETRY_ALTERNATE_METHOD,2,2,False,0,0.375,True,Prompt customer directly with a corrective message,Payment failed: Customer did not complete within specified time. Please try again using UPI.,"['96d51259a85ea511e909352c', '399f103529d0d0c43e31563b']",[]
txn_000591,2024-01-18 23:20:00,5470,upi,authentication_failed,CUSTOMER_SIDE,RETRY_ALTERNATE_METHOD,2,1,True,5470,0.487,False,,Payment failed: 3D secure or OTP authentication failed. Please try again using card.,['a8121dad1c5d17dd00a66269'],[]
txn_000592,2024-01-18 23:30:00,5215,upi,payment_declined_due_to_high_traffic,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.638,True,Escalate to ops / infra on-call (system may still be degraded),,"['5d182a604566ce4b447425d7', '0834866f745d00c2542132f8', '6a68399044adc8f153888880']","[5, 10, 20]"
txn_000593,2024-01-18 23:40:00,4164,upi,issuer_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,2,True,4164,0.66,False,,,"['ddf33a88e6950183d4b981f0', 'c4691ef83087d205043f51d6']","[5, 10]"
txn_000594,2024-01-18 23:50:00,6372,card,payment_timed_out,CUSTOMER_SIDE,RETRY_ALTERNATE_METHOD,2,2,False,0,0.499,True,Prompt customer directly with a corrective message,Payment failed: Customer did not complete within specified time. Please try again using UPI.,"['7ea3faacd762b6ed43aabf59', '50c5efa309ff7bf90b135860']",[]
txn_000595,2024-01-19 00:00:00,3303,wallet,gateway_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,True,3303,0.607,False,,,"['9b7bef43e6f7c4d1a3153475', 'd3d817a09304785b2f119f40', 'a4f54c74cbbaec7ebeff12ea']","[5, 10, 20]"
txn_000596,2024-01-19 00:10:00,5272,wallet,card_expired,CUSTOMER_SIDE,RETRY_ALTERNATE_METHOD,2,2,False,0,0.414,True,Prompt customer directly with a corrective message,Payment failed: The card has expired. Please try again using UPI.,"['17443838a95747dd011ed75c', 'bff98ef9db114dbb67bdd4b5']",[]
txn_000597,2024-01-19 00:20:00,6400,netbanking,issuer_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.568,True,Escalate to ops / infra on-call (system may still be degraded),,"['4e0b105ddbb6d3aca7d2ec92', '5749da9b605226dabb386799', '9ca63e8f08c9c3c77541c566']","[5, 10, 20]"
txn_000598,2024-01-19 00:30:00,4871,card,request_timed_out,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.619,True,Escalate to ops / infra on-call (system may still be degraded),,"['45e80ef0a2675186b0a530d9', 'c475dad143e6bee435bfe1f0', '4f00e895fb2fd7ee849c51f2']","[5, 10, 20]"
txn_000599,2024-01-19 00:40:00,7642,netbanking,gateway_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,2,True,7642,0.539,False,,,"['cf6e2dea8f170597c8f07afa', 'f519d20fcb3839447ea51dc9']","[5, 10]"
txn_000600,2024-01-19 00:50:00,7021,upi,issuer_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.537,True,Escalate to ops / infra on-call (system may still be degraded),,"['2e10bad5736e23162ab96bef', 'b2184816317aef3a9f4aef64', '8ca4f550f951e2caedf4d8cd']","[5, 10, 20]"
txn_000721,2024-01-19 20:00:00,6315,wallet,bank_not_available,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,2,True,6315,0.59,False,,,"['af60d4bb3d74c2254735ab06', '6c9317ba395c9b4fe1032ff2']","[5, 10]"
txn_000722,2024-01-19 20:10:00,2387,upi,server_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.69,True,Escalate to ops / infra on-call (system may still be degraded),,"['dd7a4a7c22898737f67322ae', 'c91a211e2cd3776193f54bdd', '912a48f589ed24766c21f90f']","[5, 10, 20]"
txn_000723,2024-01-19 20:20:00,3777,upi,server_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.661,True,Escalate to ops / infra on-call (system may still be degraded),,"['3ac358628cae2df259a53896', '79edae92dd508812bc187b80', '413b8308095f507f5face0f3']","[5, 10, 20]"
txn_000724,2024-01-19 20:30:00,3390,card,payment_declined_due_to_high_traffic,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.698,True,Escalate to ops / infra on-call (system may still be degraded),,"['176fbd181acdec5ff592b458', 'cabb2b8951a08af7212c824d', 'c45963de0a33dccdd96a38d4']","[5, 10, 20]"
txn_000725,2024-01-19 20:40:00,5911,wallet,server_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,5911,0.599,False,,,['c21634a91dc807072d25d235'],[5]
txn_000726,2024-01-19 20:50:00,9123,upi,payment_failed,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.541,True,Escalate to ops / infra on-call (system may still be degraded),,"['8943c2c89ac8a1eba39cac09', 'f3819540aec58205e573f8c4', '63fc1dba9f6c800ff3d93078']","[5, 10, 20]"
txn_000727,2024-01-19 21:00:00,1110,wallet,issuer_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,1110,0.704,False,,,['9b9333a8423fba3e5d0d3f03'],[5]
txn_000728,2024-01-19 21:10:00,6399,wallet,otp_expired,CUSTOMER_SIDE,RETRY_ALTERNATE_METHOD,2,2,False,0,0.443,True,Prompt customer directly with a corrective message,Payment failed: OTP has expired. Please try again using UPI.,"['b0699bf1b489ea6234b44bbd', '4312c2b0ae0fc801c82cf47e']",[]
txn_000729,2024-01-19 21:20:00,5922,netbanking,gateway_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,2,True,5922,0.633,False,,,"['d4cc4ef880daf451d4390760', 'ded840d80f15a620e0ed9fa7']","[5, 10]"
txn_000730,2024-01-19 21:30:00,7524,netbanking,gateway_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.597,True,Escalate to ops / infra on-call (system may still be degraded),,"['435b416f81e6d4e4f751bf5a', '351f348f6991f40f3d0337d9', '2f969fb2e2e1fe0e4de05c3d']","[5, 10, 20]"
txn_000731,2024-01-19 21:40:00,4971,netbanking,payment_declined_due_to_high_traffic,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,4971,0.653,False,,,['7cf1549ee0d4c71287051130'],[5]
txn_000732,2024-01-19 21:50:00,6980,card,server_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,6980,0.625,False,,,['938df879b5e8ca39c0495d30'],[5]
txn_000733,2024-01-19 22:00:00,1440,wallet,gateway_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,2,True,1440,0.699,False,,,"['2f42fb3795938964de589b19', 'f2f8cc49d01e34509b5c2816']","[5, 10]"
txn_000734,2024-01-19 22:10:00,2133,wallet,issuer_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.686,True,Escalate to ops / infra on-call (system may still be degraded),,"['ff2036d0b07b2b6675a502c4', 'f496abc9f7c2bf21bf2ecc54', 'e4b12161b1215b103067731f']","[5, 10, 20]"
txn_000735,2024-01-19 22:20:00,4965,netbanking,issuer_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,4965,0.656,False,,,['3c8d29adf93c6946af4f0211'],[5]
txn_000736,2024-01-19 22:30:00,2211,wallet,server_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,True,2211,0.684,False,,,"['ccd0b99f58e9266576ad10a3', '86cc622cc88e7a262a6f8b48', '07828b44cc222861e02d7463']","[5, 10, 20]"
txn_000737,2024-01-19 22:40:00,9907,card,server_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.561,True,Escalate to ops / infra on-call (system may still be degraded),,"['e87250dc18129eab5d6973f2', 'd63030f7581460779d31b2bc', '82c9afe74b1bb51779cdf72c']","[5, 10, 20]"
txn_000738,2024-01-19 22:50:00,2791,upi,bank_not_available,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,2791,0.687,False,,,['55c3f4934a8a33621509f505'],[5]
txn_000739,2024-01-19 23:00:00,7547,netbanking,bank_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,7547,0.602,False,,,['ccfe75b73dd37d8ca434ee9e'],[5]
txn_000740,2024-01-19 23:10:00,5239,upi,bank_not_available,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.637,True,Escalate to ops / infra on-call (system may still be degraded),,"['d7d413dbbe72187a68694027', '3ca0675cf98a1db675666cf4', '0e556bebc651b4d18164e1d6']","[5, 10, 20]"
txn_000741,2024-01-19 23:20:00,8303,netbanking,payment_failed,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,2,True,8303,0.584,False,,,"['2e49d2726078649f0efaa81e', 'c14cf3ad9677f64b4650bf44']","[5, 10]"
txn_000742,2024-01-19 23:30:00,6651,card,gateway_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,6651,0.637,False,,,['30d31a111c692e8c9e634de9'],[5]
txn_000743,2024-01-19 23:40:00,2406,card,server_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,2406,0.724,False,,,['f33e109552d25183b500283b'],[5]
txn_000744,2024-01-19 23:50:00,8460,upi,request_timed_out,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,1,True,8460,0.564,False,,,['b18668e0be42661298e390af'],[5]
txn_000745,2024-01-20 00:00:00,2599,wallet,payment_declined_due_to_high_traffic,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.623,True,Escalate to ops / infra on-call (system may still be degraded),,"['87e317dd29c7fcdb5e443b6a', '3c18efc71c12f77b82923006', '5639cabe521481b95ccd64c6']","[5, 10, 20]"
txn_000746,2024-01-20 00:10:00,1732,card,issuer_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.686,True,Escalate to ops / infra on-call (system may still be degraded),,"['15e8f3e5b711a5ebc0a7b456', '8ee2a6688bbda87f9a1a570b', 'e34c884973c2462e1a21feef']","[5, 10, 20]"
txn_000747,2024-01-20 00:20:00,2791,upi,payment_risk_check_failed,CUSTOMER_SIDE,RETRY_ALTERNATE_METHOD,2,2,False,0,0.488,True,Prompt customer directly with a corrective message,Payment failed: Payment declined due to risk checks. Please try again using card.,"['198c957af6c8ca4ebcda3e6c', '3213422e4c52ad767f0f96cf']",[]
txn_000748,2024-01-20 00:30:00,6422,wallet,gateway_technical_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,True,6422,0.535,False,,,"['00671e449d6a272192b95b7f', '8dfee3d2e769896acb27ab12', 'a8b4a1e82eec268c61d6465d']","[5, 10, 20]"
txn_000749,2024-01-20 00:40:00,4022,upi,server_error,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.607,True,Escalate to ops / infra on-call (system may still be degraded),,"['1be953146713b03d537bedbf', '92af407c7918aaadfe160d70', 'dbfd3f58e852fb8c646fe48c']","[5, 10, 20]"
txn_000750,2024-01-20 00:50:00,8365,wallet,payment_failed,SYSTEM_SIDE,EXPONENTIAL_BACKOFF,3,3,False,0,0.489,True,Escalate to ops / infra on-call (system may still be degraded),,"['ff378549e1b50120b69acd96', 'd0ba91e5315ee7dad70893ed', '09f68755d5d3bc63f70187c3']","[5, 10, 20]"
